gene	Score	Rank	Rank_z
TYR	-5.05384575e-05	11110.5	0.689069641242086
MTPN	-3.39478e-05	13350	0.689032258064516
EIF3J-DT	-0.0001252035715	10097.5	0.689026531845909
CMC1	-0.0001608422609	8938.5	0.689022691186815
YJU2	-0.000252895177	8687.5	0.688996482765551
PRCC	-3.3944274e-05	13349	0.68898064516129
PAWR	-3.390671e-05	13346	0.688825806451613
STOML3	-0.000139581576666667	8474.66666666667	0.688793885108579
TBC1D22A	-9.6007853515e-05	5498.5	0.688790535371246
GTF2IP4	-3.3887485e-05	13345	0.688774193548387
HIPK4	-3.3847195e-05	13344	0.688722580645161
TEX2	-0.000205483634	7038.66666666667	0.688657020369838
IL16	-6.40785836666667e-05	7391	0.688601068164158
COL1A1	-3.378497e-05	13341	0.688567741935484
CABP4	-3.3774566e-05	13340	0.688516129032258
MIR1225	-3.3769404e-05	13339	0.688464516129032
UPP2	-5.74729486666667e-05	7595.66666666667	0.688410555481085
LINC00424	-3.3729764e-05	13336	0.688309677419355
FRS2	-5.2674108e-05	10694.5	0.688225826550096
PCK1	-0.000170132063	8073	0.688211901325987
CARTPT	-3.3707984e-05	13334	0.688206451612903
CCKAR	-5.151784e-05	10792.5	0.688200422068134
KRTAP5-9	-0.000161516201633333	7479.66666666667	0.688196374144742
MFGE8	-4.5718358035e-05	9434.5	0.688059274193548
PTH	-0.0001528396305	8953.5	0.68803722238971
FAAP24	-5.18073775e-05	10982.5	0.687986574213647
HIC2	-3.3598157e-05	13329	0.687948387096774
OR7E14P	-3.94205215e-05	7237.5	0.687944826070231
TREH	-0.00013378288	10323.5	0.687928403519768
VAPA	-0.00032061472975	8622.5	0.687914541252136
GLIS2	-3.3558732e-05	13327	0.687845161290323
PCDHA9	-5.490041e-05	10577.5	0.687759380966737
GRAP	-3.3493863e-05	13325	0.687741935483871
DTX4	-0.000155130807566667	7332	0.687622272914961
ENPEP	-6.55981234e-05	6765.5	0.687617020171532
VN1R2	-3.3448585e-05	13322	0.687587096774194
DHRS1	-3.3422606e-05	13321	0.687535483870968
TRAM2	-0.0001256673559	7661.5	0.687494922159499
CFAP73	-3.3403296e-05	13320	0.687483870967742
ZNF518A	-0.000140040683333333	9680.66666666667	0.687482028846
BTF3L4	-5.38344446666667e-05	6727	0.687472650536179
CBL	-3.33117465e-05	8544	0.687444996427983
SUOX	-0.00017133240745	7434.5	0.687436024663644
CDK4	-3.3402455e-05	13319	0.687432258064516
OSBPL6	-3.10034425e-05	7231.75	0.687425071963033
OCLN	-0.000125892542866667	8569.33333333334	0.687383140703198
MCAT	-0.000138204753666667	7928.66666666667	0.687361515305097
TPRKB	-3.336678e-05	13317	0.687329032258065
SIN3B	-5.2595765e-05	10672.5	0.687310300472314
MZB1	-3.97158555e-05	7126	0.687242787272627
NPIPA5	-3.3334647e-05	13315	0.687225806451613
UVRAG	-5.1844404e-05	10933.5	0.687168324791478
DDX23	-3.3316883e-05	13313	0.687122580645161
KATNBL1	-0.000119136613333333	8415	0.687097031722953
GUSBP1	2.9509995e-06	5364.25	0.687096653333113
RAB31	-0.0001026903309	7101.25	0.687091887447589
ZNF618	-0.000148637193333333	7120.66666666667	0.687030792089251
VSTM2L	1.54246684e-05	4948	0.687025469386684
FA2H	-5.812992e-05	10406	0.687021766656617
WFDC9	-3.328169e-05	13311	0.68701935483871
TPRG1	-7.02675001666667e-05	7736	0.686981574621951
TSSC4	-0.000174407985	7166.5	0.686970412372637
TUBA8	-3.3276552e-05	13310	0.686967741935484
RAB8A	-4.55057275e-05	9727.5	0.686959564763423
CYP2C19	-0.00012672296315	9108	0.68691982715305
TCTA	-3.3273205e-05	13309	0.686916129032258
DNAH3	-0.0001152076658	7293.33333333333	0.686814402930977
GPRC5D	-3.324022e-05	13307	0.686812903225806
TTLL11	-2.1510193e-05	6058.33333333333	0.686789078223491
FN3KRP	-0.000231010065	8666	0.686787016380263
IL23R	-5.1622821e-05	10881.5	0.686732911265199
CLUL1	-0.000132932822333333	8385	0.686720130398253
DLX4	-0.00013751426	9703	0.686695388442682
LRRC18	-3.3232463e-05	13304	0.686658064516129
AK4	-0.000163169823333333	7260.33333333333	0.68661841060661
ARFGEF3	-3.317377e-05	13302	0.686554838709677
MEIOSIN	-3.3414114e-05	8344	0.686479452657031
FPGT	-0.000129954073	8823.66666666667	0.686460740223874
EFNA1	-0.00017458727925	7139	0.686442167252161
MTRF1L	-0.000139453375	9425.5	0.686432538907434
SNX33	-0.000136620503	10151	0.686401585936475
ZNF732	-3.313045e-05	13299	0.6864
ANO2	-9.668284304e-05	6224.6	0.686359394311267
PHLDB3	-9.93887076666667e-05	4576.66666666667	0.686350174620548
LINC01137	-3.312661e-05	13298	0.686348387096774
IGFL4	-3.311335e-05	13297	0.686296774193548
ABCB5	-2.56633558666667e-05	6979	0.686280708018309
LINC00888	-0.00018421227	9261.66666666667	0.686279060016464
TLR8	-3.3094206e-05	13295	0.686193548387097
NSUN5	-3.3086668e-05	13294	0.686141935483871
SPATS2L	-0.0001532365155	5005.75	0.686021697443072
GRID1	-9.18155536e-05	3935.4	0.685995088309999
PDC	-3.3062814e-05	13291	0.685987096774194
TMEM270	-3.3058008e-05	13289	0.685883870967742
PIAS2	-3.304173e-05	13288	0.685832258064516
HTR3A	-0.000125506926666667	8611.33333333333	0.685795982976625
HIRIP3	-3.3041284e-05	13287	0.68578064516129
SMIM15	-3.3011554e-05	13286	0.685729032258065
SNORA16B	-3.29975e-05	13285	0.685677419354839
FAM53C	-0.000123824441666667	8972.33333333333	0.685646360487673
SIGIRR	-9.52512716666667e-05	9586.66666666667	0.685621636865649
COL28A1	-0.000118386894875	6437.25	0.685587795769456
KIF14	-8.61182883e-05	5742.66666666667	0.685526776240489
TAF13	-3.2965738e-05	13282	0.685522580645161
BTNL2	-5.8314158e-05	10336.5	0.685487609285499
CXCL17	-3.291914e-05	13279	0.685367741935484
LINC00612	-3.2902677e-05	13277	0.685264516129032
ADAT1	-3.290077e-05	13276	0.685212903225806
IL36RN	-3.2892625e-05	13275	0.685161290322581
MLLT3	-0.000170276187	7045	0.68504845851314
ZNF192P1	-3.2883392e-05	13272	0.685006451612903
TBKBP1	-2.903013373e-05	8494	0.685003308823529
WNT11	-0.000145447044	9181	0.684952055546648
RRP36	-3.283653e-05	13270	0.684903225806452
DENND6A	-0.000134255295666667	8016.66666666667	0.684843922961629
G3BP2	-0.000112891169	6241.5	0.684815229311165
TIMM8B	-3.2818945e-05	13267	0.684748387096774
SLC35E2A	-5.0022194e-05	10992.5	0.684714541252136
TRIP6	-3.28028e-05	13266	0.684696774193548
APTX	-0.0001718134002	7260.66666666667	0.684680444211279
ALDH8A1	-4.3941039e-05	6481.5	0.684669352091004
MRPL27	-3.280247e-05	13265	0.684645161290323
CA1	-3.2767788e-05	13263	0.684541935483871
MAPRE1	-4.89919065e-05	11104	0.684530519545774
GNA13	-0.0001665328085	8223.5	0.684444723019887
SPATA17	-6.1227226175e-05	6638.25	0.684413043912761
HMX2	-0.000152556933	9149	0.684389576743485
MIR421	-3.274266e-05	13260	0.684387096774194
TMEM167B	-0.0001386708625	9865	0.684363362146456
CDC37	-3.2741966e-05	13259	0.684335483870968
ESR1	-8.6373114e-05	6950.5	0.684295843507405
PSMD6-AS2	-0.000135326907	9487.5	0.684236374502573
DNM1P35	-0.00028095496	4542	0.684139177586986
RTN3	-3.2675438e-05	13254	0.684077419354839
LAPTM5	-3.2666383e-05	13253	0.684025806451613
ATRAID	-3.266564e-05	13252	0.683974193548387
LINC00476	-0.000105431884666667	9447	0.68374174833397
LEXM	-0.000106834761333333	5535.66666666667	0.683654312422751
FANK1	-5.221800795e-05	7090	0.683632518192391
CLEC17A	-8.921572315e-05	6572.25	0.683611491948205
CHRM3	-3.89472836666667e-05	5445.66666666667	0.683547451039505
TNF	-0.0001416463	10728	0.683508208095856
TDRD10	-0.000128332988333333	8649	0.683416919510512
SERPINA3	-7.5255735e-05	9692	0.683408220279369
BATF2	-3.262408e-05	13241	0.683406451612903
DRP2	-3.260606e-05	13237	0.6832
SLCO1C1	-0.0001284193884	8054	0.683173755963042
TEX13B	-3.2605305e-05	13235	0.683096774193548
RFX3	-0.000132999974497	8968.5	0.682896995276857
GABRA5	-8.90206231e-05	5892	0.682850666258677
CNTFR-AS1	-3.2571224e-05	13229	0.682787096774194
MCAM	-3.2565025e-05	13228	0.682735483870968
FER1L6-AS1	-0.000143836186566667	7118.66666666667	0.682728094071555
DEFB109B	-3.256167e-05	13227	0.682683870967742
PXDC1	-8.67459833333333e-05	8444.33333333334	0.682660206889039
HMGCS2	-0.000132300742	8215	0.68260540833243
GTF2F1	-3.255131e-05	13224	0.682529032258065
AGPS	-0.00011089407	5531	0.682445669311836
APBA3	-0.000121156816666667	9248	0.682417753592997
KLHL10	-5.30110775e-05	10499	0.682339141794795
LCE3E	-4.7776656e-05	11092	0.682322580645161
SLC39A10	-0.000120890558666667	9118.33333333333	0.682266319933785
CAMK2B	-0.000129276795	8349.66666666667	0.682247410128579
CTC1	-3.2528224e-05	13218	0.68221935483871
ASTN1	-4.87087755e-05	11263.5	0.682180363782535
OCSTAMP	-5.8926168e-05	10205.5	0.682123444879912
HRG	-0.000134941272666667	8274	0.682108651028388
NF2	-0.000129039928333333	8644	0.681926072307704
PNRC1	-3.2502023e-05	13211	0.681858064516129
HERC2P3	-7.0603572825e-05	6175.75	0.681774016309917
SAGE1	-3.248029e-05	13209	0.681754838709678
LINC00526	-0.0002806457	4525	0.681578550986594
VIL1	-3.243783e-05	13202	0.681393548387097
RAB15	-0.00011560555935	9079	0.681292734398553
KRBA2	-3.243294e-05	13200	0.681290322580645
EEF1DP3	-0.0002806271	4523	0.681277300798313
MTIF2	-4.808951525e-05	11262	0.681223113254949
ROPN1L	-0.000118899451333333	8666.33333333333	0.681166588220827
CRB3	-4.7509463e-05	11177.5	0.681163219776907
TSC22D1	-9.916218625e-05	6506.75	0.681152200157016
FBN3	-0.000152227217666667	6817	0.681125635099864
ITGB8	-4.92562105e-05	10786	0.681119565872777
LINC02610	-3.2420892e-05	13196	0.681083870967742
GHRHR	-3.2417818e-05	13195	0.681032258064516
LIX1	-3.241733e-05	13194	0.68098064516129
GNL2	-0.000162910026266667	7205.33333333333	0.680938009665042
IL26	-3.24123e-05	13193	0.680929032258065
BLOC1S5	-0.000172225306333333	7084	0.680763021807308
FARSA	-3.240984e-05	13189	0.680722580645161
SPARC	-4.77523635e-05	6816.5	0.680633700028167
SLC2A5	-0.000118807215333333	8979.66666666667	0.680621048063967
SUPT20H	-0.000133138546	7917	0.680609728734211
RUBCN	-0.000128588637975	8962.5	0.680558818209225
GNG11	-0.000139583337	7995.33333333333	0.680515997549008
ZNF141	-0.00015839393	6566	0.680504298567121
HS6ST3	-0.000113479952666667	8388	0.680498025394474
ERI1	-0.000148262599666667	6975.66666666667	0.68048691034934
EIF5A	-3.2386888e-05	13184	0.680464516129032
SUPT16H	-6.1768753e-05	10035	0.68041097377148
RB1	-4.67151683e-05	11201.5	0.680226791277259
SHLD2	-4.860002e-05	10912.5	0.680218912672093
UCHL5	-3.236743e-05	13178	0.680154838709678
NETO1	-0.000143914379666667	7493.33333333333	0.680098816673458
HLTF	-0.000142043566666667	8761.66666666667	0.68006489077395
PCDHA4	-0.000119704770666667	7924	0.679944934141747
CLHC1	-0.0002695539215	8490.5	0.679928529796
ADGRE3	-4.48190566666667e-06	7087.66666666667	0.679915950806008
CBWD3	-6.008040675e-05	6864.5	0.67982855705709
ARHGEF26	-4.52096693333333e-05	6932	0.679801620056391
IL27RA	-0.0001653459845	8080	0.679761106657143
BCORL1	-3.2322092e-05	13169	0.679690322580645
DNAJB5	-3.2320568e-05	13168	0.679638709677419
SGCE	-0.0001643833905	8508.5	0.679599492733554
MTHFD2L	-0.000207520770666667	8011.33333333333	0.67956800491712
C5orf49	-0.000109907221666667	5948.33333333333	0.679545456902727
SLC8A2	-4.7179153e-05	11007.5	0.679525434629686
OR51A7	-0.0001861727885	8629.5	0.679355321073259
SOX14	-0.000124646958666667	9038.33333333333	0.679327574898597
CREBL2	-0.000131580208	10417	0.679288552006958
R3HDM2	-4.83057015e-05	10756.5	0.679157069641242
ZFPM2	-0.000134123748	8176	0.679156166877589
MIR100HG	-6.84351735e-05	9797	0.679051673198674
DEFB104B	-6.5718231e-05	9873	0.679039453321274
DHRS7B	-3.2294603e-05	13156	0.67901935483871
SLC7A11-AS1	-0.0001607070509	7356.66666666667	0.678853809120331
XKR3	-6.6147758e-05	6932.75	0.678776547134706
FER1L6	-4.962436275e-05	3968.75	0.678758920988214
LINC00278	-5.74866965e-05	10171.5	0.678731142598734
NECTIN3	-4.7280099e-05	11268.5	0.67872358556929
PRH2	-0.00013116257	10405	0.678718703263706
PPP1R1B	-0.0001879489925	5669	0.678679937477644
ZNF804B	-6.0704962325e-05	6216	0.678628305204829
CRIP1	-0.0001385853825	9845	0.678330988440739
NCBP3	-3.2238135e-05	13142	0.678296774193548
GADD45B	-0.000153454345	9011.5	0.678282924459086
CHADL	-0.00013773643	9799	0.678234075283394
CST6	-0.000139015162	8958.66666666667	0.678218741633674
SNORA74B	-3.2232118e-05	13140	0.678193548387097
TENM2	-9.303329264e-05	5890.2	0.678129198980083
LINC01257	-4.71269066666667e-05	5135.66666666667	0.678078475387241
GPA33	-0.00012536456925	5333.5	0.678056751148105
MELTF	-0.0002139235175	8522.5	0.678036378253442
LINC01119	-0.000113719283333333	8864.33333333334	0.677983705504161
TPX2	-4.7628787e-05	10911.5	0.677967721837001
PGLYRP2	-3.2209708e-05	13135	0.677935483870968
ILF2	-3.2201744e-05	13131	0.677729032258065
CCR2	-3.2201635e-05	13130	0.677677419354839
NTNG1	-0.000131438517666667	8138.33333333333	0.677667492914407
TLE3	-0.0002284363295	8489.5	0.677628459451312
CR2	-3.219901e-05	13129	0.677625806451613
SLC6A7	-6.46941116666667e-05	8595.66666666667	0.677600614367533
TCEAL4	-3.2198983e-05	13128	0.677574193548387
ANKUB1	-0.000123221842	8598.33333333333	0.677559744348671
BSND	-3.61019439e-05	5643	0.677544673895826
SUV39H2	-3.219605e-05	13127	0.677522580645161
NEK10	-5.6198758e-05	10218.5	0.677515425585368
POLR2I	-3.2181055e-05	13124	0.677367741935484
LRRC20	-0.00010743516515	7397.5	0.677362561507968
CC2D2B	-4.218213e-05	6459	0.677332417431445
MYO1H	-3.217709e-05	13122	0.677264516129032
BLNK	-0.000169743813	5188.5	0.677184006146647
A2M-AS1	-3.2175096e-05	13120	0.677161290322581
PTPRT	-4.07630885e-05	4992.25	0.677138018538842
DEFB125	-3.2168275e-05	13119	0.677109677419355
RILP	-0.00028011424	4495	0.677059798162374
CEP131	-3.216605e-05	13118	0.677058064516129
PNLIP	-0.0001439665519	7104	0.67701549227909
MEP1B	-0.000162627143	7646.66666666667	0.676908018563442
SEMA6D	-9.201729044e-05	5736.8	0.676855377243818
TERF2IP	-9.10038056666667e-05	9334.33333333333	0.676847148745376
HIVEP3	-7.542685518e-05	5608	0.676844451905211
ANTXR2	-0.00012353212625	4408.25	0.6767413493213
SPRY2	-0.0001344119325	10034.5	0.676725231646818
MAPK8IP3	-9.3804739764e-05	5578.6	0.676722068375835
NEGR1	-5.0576697e-05	6238	0.676609884694523
TSEN15	-6.0380275e-05	9990.5	0.676574495025626
NUCB2	-0.000218340405	7360.66666666667	0.676574128076195
UPP1	-0.00012362056	8719.66666666667	0.676548116843478
SEC22C	-3.2122396e-05	13108	0.676541935483871
RYK	-0.00012101340778	5138.4	0.676519713064471
RAC2	-1.61418766666667e-06	7599.33333333333	0.676516945188285
LGR4	-6.8052264e-05	9748.5	0.676499567882625
MND1	-4.6056756e-05	11218.5	0.676362898201186
KRTAP19-5	-8.4257497e-05	9322.5	0.676337172143503
LRRC49	-8.94126976666667e-05	8710.66666666667	0.676271496899258
HBEGF	-0.000139497235	9147	0.676266363472929
NT5M	-1.29545891e-05	7669.33333333333	0.676211373524387
SYP	-3.2097534e-05	13101	0.67618064516129
ANKDD1B	-9.94954815e-05	9134	0.676164084011657
COASY	-0.0002799639	4489	0.67615604759753
TMBIM4	-1.0500389e-05	6422	0.676083122594832
TNKS	-0.0001367173399	8805.5	0.676072676112954
C4orf47	-0.000129271186	7387.25	0.676001260657925
FAM177B	-3.2079246e-05	13096	0.675922580645161
SORCS3	-0.000132539786	6246	0.675880183274913
PTTG1IP	-3.207391e-05	13095	0.675870967741935
FAM219B	-3.206598e-05	13094	0.67581935483871
TIMM17B	-9.322021e-05	6724	0.675710983820722
LRRC3B	-0.000133923754	7539	0.675562520583424
LINC00933	-0.00014679811425	6008.5	0.675560706302001
MUC4	-0.0001331706844	3991.4	0.675526630807404
TXNRD3	-5.219212e-06	7564	0.675526523716209
MIR583	-3.203557e-05	13087	0.675458064516129
RIMBP2	-7.30156824e-05	4692.4	0.675446575881172
CENPBD1	-3.202225e-05	13085	0.675354838709677
SNORA10	-3.201616e-05	13084	0.675303225806452
TMEM61	-0.000216341065	6636.66666666667	0.675293192924892
SLC7A2	-0.000130829907666667	8021.66666666667	0.675291418349067
IL3RA	-5.9438491e-05	9984.5	0.675262787659532
BMPR2	-0.000125003861	5592.25	0.675205589351578
LRRC55	-0.000224570183333333	7665.33333333333	0.675083273632
MTDH	-0.000121098093666667	8895	0.67507963688136
MFN1	-3.2004227e-05	13077	0.674941935483871
LINC00689	-2.15896127e-05	7744.5	0.67487565227704
CCDC62	-0.000173185604	8588.5	0.67479521656115
MARVELD3	-3.1988737e-05	13074	0.674787096774194
PLEKHM3	-0.00013315998525	6857.75	0.674693229069307
RNF8	-0.0001695565915	7233.5	0.6746855385333
NME2	-9.79106675e-05	9119	0.674681137574113
DIRAS1	-0.000227274518	5905.33333333333	0.674664833626932
METTL4	-0.000119252469333333	9007.66666666667	0.674638672577419
PLSCR2	-0.000184824792666667	7009	0.674580526126445
UTP6	-3.1959236e-05	13068	0.674477419354839
FITM2	-3.195915e-05	13067	0.674425806451613
PROSER2	0.0010936948225	6281.25	0.67440731915157
ABCA4	-4.56325175e-05	11249.5	0.674321374736207
RAC3	-0.000134624031	9231.5	0.6742413674815
PPT1	-6.16097605e-05	9894.5	0.674234710079389
DDX4	-0.000169880338	7306	0.674169949807832
HTATIP2	-0.000117994617333333	7800	0.674126053971131
RBM15-AS1	-3.6550277e-05	3776.75	0.674102209056382
IL6ST	-0.000133202244	4399.33333333333	0.674072409952311
NBAS	-3.761143485e-05	5768.5	0.674029839710171
OR8K5	-3.1887157e-05	13059	0.674012903225806
SARS2	-1.5379995675e-05	7353.25	0.674010197720677
LINC00310	-0.000246766846666667	5700	0.673989932649195
C6orf118	-0.0001633361045	8178	0.673977336268093
FAM83G	-0.00017447804	6353.33333333333	0.673948429764045
STARD8	-3.18808e-05	13057	0.673909677419355
AUTS2	-9.46908072e-05	3899.6	0.673795866785418
ABCD3	-4.82805841e-05	9501.5	0.673771691176471
WFDC3	-4.19220584445e-05	6132.5	0.673748899627559
ZFHX3	-6.86509351666667e-05	5732	0.673627552816866
GFRAL	-4.42008345e-05	11087	0.673510601949553
PTPN18	-3.1849897e-05	13047	0.673393548387097
SNAP29	-7.96406475e-05	9352.5	0.673388644357351
SHC3	-4.519221e-05	4249	0.673281241568252
GBP5	-4.7983328e-05	10515.5	0.673268214249824
CKMT2	-0.00017277418	6832.5	0.673246635472696
LDB1	-3.1822194e-05	13043	0.673187096774194
MTRNR2L10	-3.1815063e-05	13042	0.673135483870968
PLRG1	-0.000135474292	9550	0.673105413271528
DPY19L2	-0.000176646054333333	7739.33333333333	0.673095152879627
TM2D3	-0.000123907629333333	8674	0.6730275495159
BRIP1	-4.62032465e-05	10833	0.672987398251432
NUMBL	-3.17972e-05	13039	0.67298064516129
EHD1	-3.175234e-05	13035	0.672774193548387
UPK1B	-7.71956313333334e-05	8596.66666666667	0.672765546920232
RNF103	-3.555666915e-05	8968	0.672649282848821
PLVAP	-4.36411e-05	11185.5	0.672631172746458
VCX2	-9.114625e-05	6693	0.672595719023214
PRRC2B	-0.00027850352	4465	0.672541045338153
VPS13B	-4.56537953333333e-05	7092.66666666667	0.672416557495364
CROCCP2	-0.000132830418666667	7768	0.672355848165728
GUCD1	-5.437562e-05	10161	0.67232366596322
RAB34	-3.1714644e-05	13026	0.672309677419355
KRTAP4-4	-3.168856e-05	13024	0.672206451612903
SKI	-0.000137812541	8634.66666666667	0.672167746276684
SLC30A3	-7.30620065e-05	4846	0.672118492059131
TCIM	-3.1678403e-05	13022	0.672103225806452
CNOT6L	-0.00011181044275	7261	0.672086052766373
HSBP1	-0.000127754123333333	8940.33333333333	0.672070226174833
SNORD114-16	-3.167742e-05	13021	0.672051612903226
LCN1	-0.00016949622805	7268.5	0.672036441555034
PI16	-1.44886241666667e-05	6848.66666666667	0.672006128953441
STAT5B	-0.0001289481286	8773	0.671975721033062
SNORD114-24	-3.167541e-05	13019	0.671948387096774
VAMP2	-3.166533e-05	13018	0.671896774193549
MRPL15	-4.2895029e-05	11009	0.671879891468194
FER1L5	-1.76442712e-05	7299	0.67187145398482
UGT8	-4.56322125e-05	10665	0.671868314742237
LETMD1	-0.00010845462815	8955.5	0.671863571500352
TPM4	-0.000123209833666667	5887.33333333333	0.671854090410659
CSNK2A1	-3.1659227e-05	13016	0.671793548387097
CRY1	-6.62083286666667e-05	6243.66666666667	0.671786391683816
ARMC2	-0.000136065664	7484.66666666667	0.671779385831968
HP	-0.00012266077	10659	0.67172890592734
ABI3	-3.1648466e-05	13014	0.671690322580645
YWHAZ	-0.000133544513	10476	0.671640396678474
KLK11	-3.163847e-05	13013	0.671638709677419
PRR3	-0.0001701869946	7465.5	0.671609879062626
MAPKAPK5	-3.1633124e-05	13011	0.671535483870968
CD209	-3.1629515e-05	13010	0.671483870967742
AKIRIN1	-9.52900866e-05	9078.5	0.671466586272737
ZNF385A	-3.1623833e-05	13008	0.67138064516129
MDFIC	-0.000133923501666667	7252	0.671340568369284
DEFB123	-3.1622363e-05	13007	0.671329032258065
DCPS	-3.1608135e-05	13005	0.671225806451613
KCTD20	-4.70483925e-05	10496.5	0.671163340367802
DSTN	-0.0001416779205	8675.5	0.671122661039092
LRFN4	-0.000155476415	8625	0.671057603894874
MKRN3	-0.000134250886	7670	0.671043114411694
KRTAP22-1	-3.1576776e-05	13001	0.67101935483871
GBP6	-5.35666865e-05	10177	0.670974334237765
MPO	-3.1573705e-05	13000	0.670967741935484
KRT20	-4.23762455e-05	11118	0.670931403879007
SH3GL3	-0.0001044257525	8062.5	0.67092624533424
ACTN1	-4.56343935e-05	10798	0.670887669580947
TXLNG	-3.155797e-05	12998	0.670864516129032
OCA2	-6.14727345e-05	5717.8	0.670817871166313
TOMM70	-3.154941e-05	12997	0.670812903225806
IDH2	-0.000101160972333333	6979.66666666667	0.670776535879933
OR10G9	-3.1540523e-05	12995	0.670709677419355
MKRN7P	-3.1532443e-05	12993	0.670606451612903
DLST	-3.1532338e-05	12992	0.670554838709677
COX7B2	-0.000149090888666667	9211.66666666667	0.670534734794474
GCK	-0.0001631071365	8361.5	0.670428200904722
ZNF197	-3.1500396e-05	12987	0.670296774193548
ITPRIPL1	-3.1495343e-05	12986	0.670245161290323
CDKL2	-0.000142514065666667	9356.33333333333	0.670223598697343
HMCES	-0.0001340490725	9395	0.670204541103645
TXNDC5	-0.0001235741324	7689.66666666667	0.670154340706879
MOSPD2	-3.1469535e-05	12984	0.670141935483871
ABCG5	-7.5447788e-05	9385.5	0.670106160184906
ENAH	-8.85952535e-05	5894.25	0.67009883677896
RIOX2	-3.145954e-05	12983	0.670090322580645
MSH5	-0.000150274357	7565.33333333333	0.670035159363272
TMPRSS12	-0.0002903041555	8286	0.670033564465883
TMEM115	-3.145041e-05	12981	0.669987096774194
CIART	-3.144205e-05	12980	0.669935483870968
LRMDA	-3.87866705e-05	4080.25	0.669874853929384
ARMC5	-0.000140509314	9000.5	0.669843713345869
NECTIN1	-9.2937663e-05	9071.5	0.669834428700633
CYCS	-3.1441596e-05	12978	0.669832258064516
PACSIN2	-0.000183052165666667	6279.66666666667	0.669802039852182
C9orf92	-0.0001360168815	9670	0.669793791330797
MAJIN	-3.14328e-05	12976	0.669729032258065
SNORA64	-3.1427695e-05	12975	0.669677419354839
DELEC1	-5.0459964625e-05	4958	0.66966997617986
BRD2	-0.000130237062	7816.33333333333	0.66955351296969
WDR62	-0.0001518811455	8580	0.669297477640438
CPNE9	-0.000150834882666667	8455	0.669289054114824
FAM171A2	-0.00013519243	9704.5	0.66919814391013
NPAS2	-5.77510685e-05	9910.5	0.66917053562456
ZNF667	-0.000185171687666667	6567	0.669158853121922
CSPG4P12	-4.579266e-05	10543	0.669115304994473
MCM9	-0.0001781017095375	6282	0.669072979809674
CAMK1D	-8.41403789166667e-05	4080.16666666667	0.669024893035677
MIR9-1HG	-3.1367294e-05	12962	0.669006451612903
DNAJC17	-5.3511704e-05	6390.33333333333	0.668999412989634
MYL5	-3.1358275e-05	12961	0.668954838709677
GLT8D1	-4.837991085e-05	5633	0.668946914326537
LZTS1	-0.000135604256	8666.5	0.668922922319365
ZNF696	-5.2355965e-05	11267	0.668870264295046
TMEM199	-6.23323105e-05	9755.5	0.668869058386092
EPYC	-6.439631e-05	9684	0.668795819515627
TACR1	-9.296502375e-05	6774.75	0.668764381312611
FOXN2	-6.6909726e-05	9602.5	0.668646367199277
XIST	-3.133429e-05	12955	0.668645161290323
BRAF	-8.0315411e-05	9214.5	0.668636719927646
NIPA1	-3.4768314e-05	6653.25	0.668629046564447
INTS8	-9.48949533333333e-05	9198.66666666667	0.66860210102253
SNORD116-3	-3.132558e-05	12954	0.668593548387097
ZCCHC14	-8.2826649e-05	9169.5	0.668587036478746
HSD17B12	-7.1165273675e-05	6844.75	0.668555115501502
SNORA80E	-3.13063e-05	12953	0.668541935483871
RAPGEF4	-0.000108590403	5878.5	0.668485879401279
EOLA1	-3.128922e-05	12951	0.668438709677419
VIPR1	-0.000135707707	9085	0.668363284404472
TJP1	-9.1888018925e-05	5864.75	0.668198359596731
PDIA6	-0.000118164536	8679.33333333333	0.66819595098374
CLDN23	-0.00016215659	8088.5	0.668169835138405
WIPF3	-0.000143192940666667	7267	0.668059903553016
NGDN	-0.0001599227505	8516	0.668047191237062
SAMD15	-3.1238225e-05	12943	0.668025806451613
B3GLCT	-4.5802185e-05	10473	0.668019696512913
EVC2	-0.00010896412825	6812.75	0.668003070454623
NCMAP	-5.97110508133333e-05	8022.33333333333	0.667996737198547
SEC11C	-0.000150627586666667	8178.33333333333	0.667963788062334
AP3M1	-9.8789274e-05	7973.66666666667	0.667843261201154
TASOR	2.29193395e-05	7025	0.66783338808692
TMEM26	-0.000105071143333333	7986.33333333333	0.667796012238853
GNAO1	-0.000116322176666667	8948.33333333333	0.667688421934447
AP1S2	-0.00012213599705	8743.5	0.667618128831273
CENPO	-3.1177497e-05	12935	0.667612903225806
ECT2L	-0.00014139599	8293.66666666667	0.667576766135991
SSH2	-0.000106480573512	5633.6	0.667537353364225
CYB5D1	-3.1164538e-05	12932	0.667458064516129
SNX13	-2.64551033e-05	6156.75	0.667374218034129
RAD21L1	-1.71883476666667e-05	5857	0.667282484886729
MARCO	-0.000147849851333333	8445.66666666667	0.667271598478273
ZNF398	-0.000121167273333333	8174.66666666667	0.667162041253233
SGPP2	-0.000121708467	8596.33333333333	0.667143995159048
MTERF2	-4.51486675e-05	10479.5	0.66705987337956
SYS1	-3.1126536e-05	12923	0.666993548387097
JAZF1	-4.774100464e-05	6099.25	0.666946402314975
TRNT1	-0.000126477296	7607	0.666931695895821
UBC	-0.000168901172	7583	0.666931572477394
CRMP1	-8.219773e-06	6365.33333333333	0.666900667387847
XYLT2	-0.00012323655165	7339.5	0.666886443689164
